Column1,Column2,Column3,Column4,Column5,Column6,Column7
PVSYST v6.66,,,,,,
,File,File date,Description,,,
Project,Sertão .PRJ,00/00/00 00h00,Sertão,,,
Geographical Site,Sertao PV_MN71.SIT,00/00/00 00h00,Sertao PV,Brazil,South_America,
Meteo data,Sertao PV_MN71_SYN.MET,00/00/00 00h00,Sertao PV,"Meteonorm 7.1 (1900-1900), Sat=100%",Synthetic,
Simulation variant,Sertão .VC1,00/00/00 00h00,New simulation variant,,,
Simulation date,,03/11/17 10h14,,,,
,,,,,,
Simulation:,Hourly values, from 01/01/90, to 31/12/90,,,
,,,,,,
date,GlobHor,GlobEff,GlobInc,T Amb,WindVel,EArrMPP
    ,W/m²,W/m²,W/m²,°C,m/s,W
,,,,,,
20/06/1990 12:00,862.2,1024.4,1030.4,31.31,2.1,29809311
20/06/1990 13:00,780,944.55,952.83,31.68,2.8001,27997283
20/06/1990 14:00,632.91,782.51,795.39,31.71,1.8001,24090085
20/06/1990 15:00,435.5,522.15,542.5,31.24,2.8001,16939771
20/06/1990 16:00,208.5,224.41,243.73,30.3,1,7529075
20/06/1990 17:00,8.604,0,8.5464,29.08,0.7001,0
20/06/1990 18:00,0,0,0,28.33,0.7001,0
20/06/1990 19:00,0,0,0,27.58,2.8001,0
20/06/1990 20:00,0,0,0,26.82,3.6999,0
20/06/1990 21:00,0,0,0,26.07,3.8999,0
20/06/1990 22:00,0,0,0,25.32,6.0999,0
20/06/1990 23:00,0,0,0,24.57,6.0999,0
21/06/1990 00:00,0,0,0,23.91,4.6,0
21/06/1990 01:00,0,0,0,23.24,3.3,0
21/06/1990 02:00,0,0,0,22.56,1.7001,0
21/06/1990 03:00,0,0,0,22.2,0.3999,0
21/06/1990 04:00,0,0,0,21.85,0.2999,0
21/06/1990 05:00,0,0,0,21.61,0.6001,0
21/06/1990 06:00,29.997,28.569,29.897,22.09,0.2,866239
21/06/1990 07:00,270.49,299.97,319.64,24.11,0.7001,10329435
21/06/1990 08:00,492.9,597.15,614.84,26.03,1.4999,19618081
21/06/1990 09:00,678.51,842.88,853.88,27.76,2.4999,26132891
21/06/1990 10:00,808.79,970.89,978.33,29.23,1.8001,28973501
21/06/1990 11:00,871.6,1032.8,1038.5,30.39,1,30141880
21/06/1990 12:00,859.3,1020.5,1026.6,31.17,0.8001,29749962
21/06/1990 13:00,781.39,946.18,954.43,31.58,0.7001,28049609
21/06/1990 14:00,629.7,778.32,791.17,31.61,0.1,23995794
21/06/1990 15:00,434.6,521.06,541.31,31.1,0.4999,16918863
21/06/1990 16:00,208.5,224.55,243.84,30.08,0.8001,7541467
21/06/1990 17:00,9.0008,0,8.9655,28.74,0.3999,0
21/06/1990 18:00,0,0,0,27.97,0.3999,0
21/06/1990 19:00,0,0,0,27.19,1.2,0
21/06/1990 20:00,0,0,0,26.42,4.6,0
21/06/1990 21:00,0,0,0,25.64,2.1,0
21/06/1990 22:00,0,0,0,24.87,0.3999,0
21/06/1990 23:00,0,0,0,24.09,1.2,0
22/06/1990 00:00,0,0,0,23.45,0.2,0
22/06/1990 01:00,0,0,0,22.77,0.4999,0
22/06/1990 02:00,0,0,0,22.09,3.1001,0
22/06/1990 03:00,0,0,0,21.73,2.4999,0
22/06/1990 04:00,0,0,0,21.36,2.8001,0
22/06/1990 05:00,0,0,0,21.1,2.3,0
22/06/1990 06:00,29.203,27.797,29.09,21.57,1.7001,841428
22/06/1990 07:00,269.59,298.9,318.55,23.63,4.8999,10315414
22/06/1990 08:00,492.5,596.67,614.38,25.59,2.3,19645037
22/06/1990 09:00,683.39,849.55,860.51,27.38,0.8001,26351818
22/06/1990 10:00,810.99,973.75,981.14,28.89,0.8001,29091757
22/06/1990 11:00,875.6,1037.9,1043.5,30.07,1.3,30303828
22/06/1990 12:00,864.6,1027.2,1033.1,30.87,3.1001,29942788
22/06/1990 13:00,788.19,954.63,962.79,31.29,2.8001,28285170
22/06/1990 14:00,635.9,786.57,799.39,31.31,1.2,24243924
22/06/1990 15:00,440.19,528.1,548.53,30.77,2.1,17155361
22/06/1990 16:00,211.4,227.67,247.14,29.71,2.1,7659644
22/06/1990 17:00,9.9929,0,9.9471,28.31,1.7001,0
22/06/1990 18:00,0,0,0,27.6,1.4999,0
22/06/1990 19:00,0,0,0,26.89,0.2,0
22/06/1990 20:00,0,0,0,26.18,0.2,0
22/06/1990 21:00,0,0,0,25.47,0.1,0
22/06/1990 22:00,0,0,0,24.76,0.8001,0
22/06/1990 23:00,0,0,0,24.06,0.8001,0
23/06/1990 00:00,0,0,0,23.56,0.1,0
23/06/1990 01:00,0,0,0,23.03,0,0
23/06/1990 02:00,0,0,0,22.5,0,0
23/06/1990 03:00,0,0,0,22.21,0,0
23/06/1990 04:00,0,0,0,21.93,0,0
23/06/1990 05:00,0,0,0,21.72,0.1,0
23/06/1990 06:00,29.492,28.086,29.393,22.2,0.6001,849090
23/06/1990 07:00,267.19,296.1,315.6,24.22,0.3999,10193678
23/06/1990 08:00,482.71,583.57,601.1,26.12,0.2999,19208382
23/06/1990 09:00,661.69,819.55,830.85,27.82,0.2,25534129
23/06/1990 10:00,783.59,936.2,944.54,29.25,0.1,28176471
23/06/1990 11:00,839.2,998.63,1006.2,30.35,0,29411488
23/06/1990 12:00,822.9,980.08,988.24,31.09,0.2,28884286
23/06/1990 13:00,748.6,909.25,918.85,31.47,0.3999,27218214
23/06/1990 14:00,605.2,749.58,762.87,31.48,0.7001,23269282
23/06/1990 15:00,410.59,491.73,510.88,30.94,0.9001,16052047
23/06/1990 16:00,193.09,207.93,225.33,29.9,1.3,6985963
23/06/1990 17:00,6.9084,0,6.8711,28.58,1.2,0
23/06/1990 18:00,0,0,0,28.14,1.8001,0
23/06/1990 19:00,0,0,0,27.7,1,0
23/06/1990 20:00,0,0,0,27.27,1.2,0
23/06/1990 21:00,0,0,0,26.83,1,0
23/06/1990 22:00,0,0,0,26.39,0.2999,0
23/06/1990 23:00,0,0,0,25.96,0.3999,0
24/06/1990 00:00,0,0,0,25.7,1.2,0
24/06/1990 01:00,0,0,0,25.46,3.6999,0
24/06/1990 02:00,0,0,0,25.21,2.4999,0
24/06/1990 03:00,0,0,0,25.1,2.1,0
24/06/1990 04:00,0,0,0,24.98,1.3,0
24/06/1990 05:00,0,0,0,24.91,1.4999,0
24/06/1990 06:00,5.5917,0,5.4457,25.02,2.4999,0
24/06/1990 07:00,88.096,83.136,86.906,25.77,1.4999,2753679
24/06/1990 08:00,119.3,109.86,114.62,26.18,1.2,3687549
24/06/1990 09:00,191,166.84,173.41,26.76,1.2,5666981
24/06/1990 10:00,207,183.03,190.36,27.15,0.6001,6217008
24/06/1990 11:00,306.69,279.33,290.17,27.64,0.2,9477265
24/06/1990 12:00,352.1,324.05,336.4,28.24,1.2,10932866
24/06/1990 13:00,350.8,323.16,335.34,28.58,0.4999,10886458
24/06/1990 14:00,313.8,310.91,322.91,28.86,2.1,10470098
24/06/1990 15:00,202.8,195.48,203.98,28.71,1,6599153
24/06/1990 16:00,95.6,93.693,98.482,28.3,0.6001,3089098
24/06/1990 17:00,8.2973,0,8.2462,27.48,0.2999,0
24/06/1990 18:00,0,0,0,27.47,0.2,0
24/06/1990 19:00,0,0,0,26.91,0.1,0
24/06/1990 20:00,0,0,0,26.35,0.3999,0
24/06/1990 21:00,0,0,0,25.79,0.3999,0
24/06/1990 22:00,0,0,0,25.23,1,0
24/06/1990 23:00,0,0,0,24.68,0.4999,0
25/06/1990 00:00,0,0,0,24.03,0.7001,0
25/06/1990 01:00,0,0,0,23.39,1,0
25/06/1990 02:00,0,0,0,22.74,2.1,0
25/06/1990 03:00,0,0,0,22.42,1.3,0
25/06/1990 04:00,0,0,0,22.09,0.4999,0
25/06/1990 05:00,0,0,0,21.88,0.3999,0
25/06/1990 06:00,29.798,28.399,29.72,22.36,0.6001,859312
25/06/1990 07:00,276.3,306.18,326.54,24.38,0.7001,10526244
25/06/1990 08:00,502.3,609.22,627.33,26.29,1.4999,19947334
25/06/1990 09:00,693.1,862.78,873.76,28.02,1.3,26593327
25/06/1990 10:00,821.29,987.21,994.44,29.48,1,29299575
25/06/1990 11:00,889.1,1054.8,1060.2,30.64,1.2,30563927
25/06/1990 12:00,881.81,1048.6,1054.2,31.45,1.2,30294337
25/06/1990 13:00,801.5,970.87,978.96,31.89,0.3999,28553891
25/06/1990 14:00,656.7,813.12,826.09,31.97,2.1,24828419
25/06/1990 15:00,457.8,549.48,570.54,31.52,2.3,17722236
25/06/1990 16:00,223.7,240.75,261.04,30.56,4.8999,8068130
25/06/1990 17:00,11.003,10.445,10.936,29.26,1.8001,245291
25/06/1990 18:00,0,0,0,28.45,0.9001,0
25/06/1990 19:00,0,0,0,27.63,0.1,0
25/06/1990 20:00,0,0,0,26.82,0.1,0
25/06/1990 21:00,0,0,0,26,0.2,0
25/06/1990 22:00,0,0,0,25.18,0.2,0
25/06/1990 23:00,0,0,0,24.37,0.1,0
26/06/1990 00:00,0,0,0,23.57,0.2,0
26/06/1990 01:00,0,0,0,22.71,0.4999,0
26/06/1990 02:00,0,0,0,21.86,1.2,0
26/06/1990 03:00,0,0,0,21.41,1.8001,0
26/06/1990 04:00,0,0,0,20.95,1.3,0
26/06/1990 05:00,0,0,0,20.63,0.3999,0
26/06/1990 06:00,28.391,26.998,28.254,21.07,0.4999,815473
26/06/1990 07:00,267.9,296.76,316.49,23.06,0.2999,10268983
26/06/1990 08:00,487.9,590.64,608.4,24.95,0.6001,19526237
26/06/1990 09:00,678,842.8,853.84,26.67,0.9001,26277784
26/06/1990 10:00,803.8,964.4,971.98,28.12,0.9001,28999998
26/06/1990 11:00,867.9,1027.7,1033.5,29.25,1.4999,30223326
26/06/1990 12:00,855.71,1015.1,1021.2,30.01,3.1001,29824923
26/06/1990 13:00,780.2,943.53,951.78,30.41,4.2001,28168686
26/06/1990 14:00,639.6,791.56,804.29,30.44,2.8001,24481398
26/06/1990 15:00,443.4,532.27,552.6,29.93,2.3,17349726
26/06/1990 16:00,216.79,233.75,253.47,28.9,2.4999,7893834
26/06/1990 17:00,10.696,10.149,10.622,27.54,1,237548
26/06/1990 18:00,0,0,0,26.71,0.2,0
26/06/1990 19:00,0,0,0,25.89,0.1,0
26/06/1990 20:00,0,0,0,25.07,0.7001,0
26/06/1990 21:00,0,0,0,24.24,1.4999,0
26/06/1990 22:00,0,0,0,23.42,2.1,0
26/06/1990 23:00,0,0,0,22.6,0.4999,0
27/06/1990 00:00,0,0,0,22.03,0.3999,0
27/06/1990 01:00,0,0,0,21.42,0.1,0
27/06/1990 02:00,0,0,0,20.8,0.3999,0
27/06/1990 03:00,0,0,0,20.47,0.9001,0
27/06/1990 04:00,0,0,0,20.15,0.6001,0
27/06/1990 05:00,0,0,0,19.91,0.1,0
27/06/1990 06:00,28.193,26.809,28.056,20.37,0,811380
27/06/1990 07:00,271,300.21,320.25,22.46,0.1,10413832
27/06/1990 08:00,496.6,601.96,619.97,24.46,0.1,19907905
27/06/1990 09:00,685.7,852.95,863.96,26.27,0.9001,26588435
27/06/1990 10:00,817.5,982.07,989.37,27.8,3.1001,29452497
27/06/1990 11:00,882.21,1045.8,1051.3,29,3.3,30653904
27/06/1990 12:00,874.59,1039,1044.8,29.82,4.2001,30371295
27/06/1990 13:00,801,969.54,977.6,30.26,1.7001,28780970
27/06/1990 14:00,652.5,808.16,820.97,30.31,0.6001,24919992
27/06/1990 15:00,453.4,544.53,565.24,29.79,1.2,17725774
27/06/1990 16:00,221.11,238.28,258.23,28.73,2.1,8052953
27/06/1990 17:00,11.093,10.52,11.01,27.31,4.6,249492
27/06/1990 18:00,0,0,0,26.61,2.8001,0
27/06/1990 19:00,0,0,0,25.91,0.8001,0
27/06/1990 20:00,0,0,0,25.21,0.1,0
27/06/1990 21:00,0,0,0,24.51,1,0
27/06/1990 22:00,0,0,0,23.82,1.2,0
27/06/1990 23:00,0,0,0,23.12,0.9001,0
28/06/1990 00:00,0,0,0,22.63,0.9001,0
28/06/1990 01:00,0,0,0,22.1,0.8001,0
28/06/1990 02:00,0,0,0,21.58,1.4999,0
28/06/1990 03:00,0,0,0,21.3,0.8001,0
28/06/1990 04:00,0,0,0,21.02,0.9001,0
28/06/1990 05:00,0,0,0,20.83,0.8001,0
28/06/1990 06:00,5.3031,0,5.1631,20.89,2.1,0
28/06/1990 07:00,145.2,145.69,153.27,21.98,3.6999,5037369
28/06/1990 08:00,314.4,334.13,347.13,23.48,4.6,11509514
28/06/1990 09:00,493.01,555.31,569.94,24.95,8.4001,18466519
28/06/1990 10:00,587,650.97,666.69,26.15,5.3001,21168343
28/06/1990 11:00,598.09,654.5,671.3,26.97,3.6999,21184579
28/06/1990 12:00,605.2,666.09,682.3,27.57,1.8001,21449085
28/06/1990 13:00,491,520.8,535.71,27.75,1.3,17185401
28/06/1990 14:00,493.6,562.77,577.86,27.89,2.8001,18432227
28/06/1990 15:00,372.21,432.69,449.78,27.73,7.6001,14462031
28/06/1990 16:00,172.89,186.18,200.95,27.05,6.8,6328657
28/06/1990 17:00,9.091,0,9.009,26.06,6.8,0
28/06/1990 18:00,0,0,0,25.51,6.8,0
28/06/1990 19:00,0,0,0,24.96,9.1,0
28/06/1990 20:00,0,0,0,24.41,6.0999,0
28/06/1990 21:00,0,0,0,23.87,3.6999,0
28/06/1990 22:00,0,0,0,23.32,1.7001,0
28/06/1990 23:00,0,0,0,22.77,1.2,0
29/06/1990 00:00,0,0,0,22.38,1.8001,0
29/06/1990 01:00,0,0,0,21.97,5.3001,0
29/06/1990 02:00,0,0,0,21.57,1.3,0
29/06/1990 03:00,0,0,0,21.35,1.8001,0
29/06/1990 04:00,0,0,0,21.13,1.8001,0
29/06/1990 05:00,0,0,0,20.98,1.2,0
29/06/1990 06:00,19.192,18.098,18.939,21.29,1,508448
29/06/1990 07:00,150.4,151.59,159.64,22.39,0.6001,5238056
29/06/1990 08:00,290.7,296.87,308.87,23.54,0.7001,10250726
29/06/1990 09:00,373.6,373.77,386.31,24.45,2.3,12771572
29/06/1990 10:00,421.99,420.23,434.27,25.16,4.8999,14236412
29/06/1990 11:00,438.6,432.59,448.05,25.65,5.8,14599126
29/06/1990 12:00,450.4,448.9,463.88,26.06,3.8999,15088515
29/06/1990 13:00,435.2,452.7,467.3,26.31,0.9001,15190656
29/06/1990 14:00,329.6,331.36,343.36,26.3,0.7001,11272565
29/06/1990 15:00,218.8,217.79,227.22,25.86,0.7001,7455601
29/06/1990 16:00,99.207,97.432,102.47,25.33,0.4999,3263381
29/06/1990 17:00,2.7958,0,2.7597,24.3,3.1001,0
29/06/1990 18:00,0,0,0,24.22,1.7001,0
29/06/1990 19:00,0,0,0,23.77,0.6001,0
29/06/1990 20:00,0,0,0,23.33,1.3,0
29/06/1990 21:00,0,0,0,22.88,2.3,0
29/06/1990 22:00,0,0,0,22.44,0.7001,0
29/06/1990 23:00,0,0,0,21.99,1.4999,0
30/06/1990 00:00,0,0,0,21.66,3.6999,0
30/06/1990 01:00,0,0,0,21.31,3.6999,0
30/06/1990 02:00,0,0,0,20.96,2.1,0
30/06/1990 03:00,0,0,0,20.78,6.4001,0
30/06/1990 04:00,0,0,0,20.6,4.2001,0
30/06/1990 05:00,0,0,0,20.47,5.3001,0
30/06/1990 06:00,26.804,25.465,26.651,20.95,3.1001,762647
30/06/1990 07:00,261.49,289.32,308.64,23.1,1.8001,10013800
30/06/1990 08:00,474.81,576.04,593.71,25.12,3.6999,19075054
30/06/1990 09:00,658.9,814.87,826.31,26.97,7.1999,25525393
30/06/1990 10:00,790,944.08,952.2,28.56,10.2,28464189
30/06/1990 11:00,859.5,1014.6,1020.9,29.82,13.2,29847060
30/06/1990 12:00,855.09,1012.2,1018.5,30.71,13.2,29647222
30/06/1990 13:00,773.01,931.53,940.01,31.19,8.4001,27775176
30/06/1990 14:00,639,791.31,803.9,31.28,8.4001,24368464
30/06/1990 15:00,446.6,536.51,556.68,30.81,9.3999,17401366
30/06/1990 16:00,219.7,237.39,257.16,29.77,8.4001,7984558
30/06/1990 17:00,11.995,11.388,11.919,28.36,5.8,275968
30/06/1990 18:00,0,0,0,27.65,6.8,0
30/06/1990 19:00,0,0,0,26.95,7.6001,0
30/06/1990 20:00,0,0,0,26.24,5.3001,0
30/06/1990 21:00,0,0,0,25.53,4.2001,0
30/06/1990 22:00,0,0,0,24.82,3.8999,0
30/06/1990 23:00,0,0,0,24.11,4.2001,0
01/07/1990 00:00,0,0,0,23.47,2.0001,0
01/07/1990 01:00,0,0,0,22.79,3.5,0
01/07/1990 02:00,0,0,0,22.11,4.3,0
01/07/1990 03:00,0,0,0,21.75,4.0001,0
01/07/1990 04:00,0,0,0,21.39,3.3,0
01/07/1990 05:00,0,0,0,21.14,1.5999,0
01/07/1990 06:00,19.896,18.778,19.651,21.45,1.3,531233
01/07/1990 07:00,214.59,231.7,246.29,23.1,1.5999,8031699
01/07/1990 08:00,381.8,440.51,455.95,24.59,1.3,14923806
01/07/1990 09:00,506.61,575.08,589.46,25.85,1.1,18980710
01/07/1990 10:00,613.7,687.78,702.53,26.97,1.3,22120200
01/07/1990 11:00,660.79,734.93,750.2,27.84,3.0001,23312676
01/07/1990 12:00,627.21,693.23,709.09,28.36,6.5001,22118435
01/07/1990 13:00,570.69,636.96,651.95,28.62,4.9999,20517862
01/07/1990 14:00,457.09,515.06,529.74,28.6,4.0001,16942453
01/07/1990 15:00,313.4,333.87,347.74,28.16,3.7999,11259035
01/07/1990 16:00,141.79,148.77,159,27.34,5.8999,5024733
01/07/1990 17:00,2.7958,0,2.7675,26.3,4.3,0
01/07/1990 18:00,0,0,0,25.61,1.5999,0
01/07/1990 19:00,0,0,0,24.91,0.3999,0
01/07/1990 20:00,0,0,0,24.22,0.6001,0
01/07/1990 21:00,0,0,0,23.52,0.6001,0
01/07/1990 22:00,0,0,0,22.83,0.8001,0
01/07/1990 23:00,0,0,0,22.13,1.4999,0
02/07/1990 00:00,0,0,0,21.62,1.8001,0
02/07/1990 01:00,0,0,0,21.06,2.4,0
02/07/1990 02:00,0,0,0,20.51,4.9999,0
02/07/1990 03:00,0,0,0,20.21,4.6,0
02/07/1990 04:00,0,0,0,19.92,1.4999,0
02/07/1990 05:00,0,0,0,19.71,2.0001,0
02/07/1990 06:00,28.391,27.022,28.279,20.19,2.0001,819456
02/07/1990 07:00,280.59,310.12,330.95,22.47,2.8001,10750129
02/07/1990 08:00,512,621.14,639.76,24.62,1.8001,20457893
02/07/1990 09:00,704.1,874.25,885.48,26.56,3.3,27080698
02/07/1990 10:00,841.6,1009.3,1016.6,28.21,2.8001,29995363
02/07/1990 11:00,905.91,1072.1,1077.4,29.49,4.9999,31120862
02/07/1990 12:00,897,1063.3,1068.9,30.38,3.5,30785510
02/07/1990 13:00,810.2,977.47,985.51,30.83,2.4,28867785
02/07/1990 14:00,657.91,816.17,828.8,30.86,3.3,25050107
02/07/1990 15:00,454.01,545.83,566.15,30.29,5.4,17721178
02/07/1990 16:00,218.8,236.79,256.41,29.14,3.5,7987621
02/07/1990 17:00,8.604,0,8.5267,27.63,2.2,0
02/07/1990 18:00,0,0,0,26.95,3.5,0
02/07/1990 19:00,0,0,0,26.27,4.0001,0
02/07/1990 20:00,0,0,0,25.59,3.7999,0
02/07/1990 21:00,0,0,0,24.91,3.5,0
02/07/1990 22:00,0,0,0,24.23,2.8001,0
02/07/1990 23:00,0,0,0,23.55,0.7001,0
03/07/1990 00:00,0,0,0,23.06,0.7001,0
03/07/1990 01:00,0,0,0,22.54,1.8001,0
03/07/1990 02:00,0,0,0,22.03,2.5999,0
03/07/1990 03:00,0,0,0,21.76,2.5999,0
03/07/1990 04:00,0,0,0,21.5,3.5,0
03/07/1990 05:00,0,0,0,21.31,2.2,0
03/07/1990 06:00,23.395,22.16,23.191,21.72,1,646212
03/07/1990 07:00,200.6,214.92,227.97,23.3,1,7441446
03/07/1990 08:00,387,447.82,463.41,24.93,0.3999,15133166
03/07/1990 09:00,533.81,611.09,625.46,26.4,0.4999,19991493
03/07/1990 10:00,623.71,697.74,712.85,27.6,0.8001,22326853
03/07/1990 11:00,710.31,815.05,829.34,28.65,0.2999,25310957
03/07/1990 12:00,737.4,852.95,866.31,29.47,1.5999,26150955
03/07/1990 13:00,628.6,729.11,743.54,29.83,2.5999,22924421
03/07/1990 14:00,485.7,555.01,569.51,29.82,1.4999,18032869
03/07/1990 15:00,344.9,395.9,411.54,29.38,0.4999,13190639
03/07/1990 16:00,154.4,163.26,175.22,28.49,0.4999,5498928
03/07/1990 17:00,10.606,10.042,10.513,27.37,0.2999,234322
03/07/1990 18:00,0,0,0,26.67,1,0
03/07/1990 19:00,0,0,0,25.96,1.8001,0
03/07/1990 20:00,0,0,0,25.26,1.3,0
03/07/1990 21:00,0,0,0,24.56,0.2999,0
03/07/1990 22:00,0,0,0,23.85,1,0
03/07/1990 23:00,0,0,0,23.15,0.9001,0
04/07/1990 00:00,0,0,0,22.54,0.2999,0
04/07/1990 01:00,0,0,0,21.9,0.2,0
04/07/1990 02:00,0,0,0,21.26,0.2999,0
04/07/1990 03:00,0,0,0,20.93,0.2,0
04/07/1990 04:00,0,0,0,20.59,0,0
04/07/1990 05:00,0,0,0,20.36,0,0
04/07/1990 06:00,5.3031,0,5.1641,20.42,0.1,0
04/07/1990 07:00,158.7,163.88,172.87,21.73,0.2,5690286
04/07/1990 08:00,344.2,371.02,385.02,23.24,0.4999,12750328
04/07/1990 09:00,566.09,670.95,685.63,24.94,0.3999,21864696
04/07/1990 10:00,612.9,682.92,698.28,26.12,0,22076768
04/07/1990 11:00,650.69,720.37,736.01,27,0,23015266
04/07/1990 12:00,643.4,712.68,728.27,27.61,0.1,22735647
04/07/1990 13:00,598.09,669.32,684.4,27.95,0.4999,21499343
04/07/1990 14:00,475.29,540.35,554.84,27.98,0.9001,17755656
04/07/1990 15:00,339.79,381.2,396.3,27.61,1.8001,12827523
04/07/1990 16:00,137,141.03,150.25,26.76,1.4999,4767978
04/07/1990 17:00,6.8002,0,6.7202,25.72,0.7001,0
04/07/1990 18:00,0,0,0,25.09,0.8001,0
04/07/1990 19:00,0,0,0,24.45,1.3,0
04/07/1990 20:00,0,0,0,23.82,0.7001,0
04/07/1990 21:00,0,0,0,23.18,1,0
04/07/1990 22:00,0,0,0,22.55,1.5999,0
04/07/1990 23:00,0,0,0,21.91,1.8001,0
05/07/1990 00:00,0,0,0,21.43,2.0001,0
05/07/1990 01:00,0,0,0,20.89,1.8001,0
05/07/1990 02:00,0,0,0,20.34,2.2,0
05/07/1990 03:00,0,0,0,20.04,2.4,0
05/07/1990 04:00,0,0,0,19.73,4.6,0
05/07/1990 05:00,0,0,0,19.51,2.0001,0
05/07/1990 06:00,26.696,25.373,26.554,19.89,1.1,762961
05/07/1990 07:00,268.29,296.91,316.96,21.87,0.8001,10328447
05/07/1990 08:00,489.31,592.75,610.68,23.73,1.4999,19702283
05/07/1990 09:00,670.41,827.7,839.04,25.39,0.7001,26063036
05/07/1990 10:00,795.5,947.81,955.87,26.78,1.3,28823164
05/07/1990 11:00,851.79,999.49,1006.3,27.84,2.0001,29837553
05/07/1990 12:00,842.11,989.32,996.39,28.56,1.8001,29494183
05/07/1990 13:00,762,910.76,919.82,28.91,1.8001,27629777
05/07/1990 14:00,620.6,766.95,779.56,28.91,1.8001,24035340
05/07/1990 15:00,429.8,517.28,536.45,28.38,1.4999,17027642
05/07/1990 16:00,209.8,227.64,246.25,27.35,1.4999,7741676
05/07/1990 17:00,8.8024,0,8.7004,26.01,1.1,0
05/07/1990 18:00,0,0,0,25.27,1.1,0
05/07/1990 19:00,0,0,0,24.53,1.3,0
05/07/1990 20:00,0,0,0,23.79,1,0
05/07/1990 21:00,0,0,0,23.05,2.0001,0
05/07/1990 22:00,0,0,0,22.31,2.2,0
05/07/1990 23:00,0,0,0,21.57,1.5999,0
06/07/1990 00:00,0,0,0,21.15,0.9001,0
06/07/1990 01:00,0,0,0,20.7,0.4999,0
06/07/1990 02:00,0,0,0,20.24,1.8001,0
06/07/1990 03:00,0,0,0,20,0.6001,0
06/07/1990 04:00,0,0,0,19.75,0.9001,0
06/07/1990 05:00,0,0,0,19.57,2.0001,0
06/07/1990 06:00,28.698,27.332,28.603,20.06,0.3999,830750
06/07/1990 07:00,213.1,229.96,244.48,21.7,1.3,8020664
06/07/1990 08:00,390.61,451.29,467.04,23.3,2.4,15357800
06/07/1990 09:00,597.81,726.57,740.56,25.02,5.4,23413040
06/07/1990 10:00,719.99,839.15,852.84,26.49,5.8999,26209485
06/07/1990 11:00,707.2,809.2,823.58,27.41,7.3001,25322174
06/07/1990 12:00,720.89,828.67,842.62,28.1,9.4999,25728894
06/07/1990 13:00,626.9,723.37,738.09,28.39,8.7001,22937088
06/07/1990 14:00,472.3,534.17,548.77,28.26,11.3,17546657
06/07/1990 15:00,342.9,392.78,408.2,27.74,13.9,13192006
06/07/1990 16:00,165.21,174.79,187.38,26.81,12,5941468
06/07/1990 17:00,6.4936,0,6.4023,25.62,13.9,0
06/07/1990 18:00,0,0,0,25.23,7.3001,0
06/07/1990 19:00,0,0,0,24.83,4.9999,0
06/07/1990 20:00,0,0,0,24.43,4.3,0
06/07/1990 21:00,0,0,0,24.04,7.3001,0
06/07/1990 22:00,0,0,0,23.64,4.3,0
06/07/1990 23:00,0,0,0,23.24,4.6,0
07/07/1990 00:00,0,0,0,23.03,3.3,0
07/07/1990 01:00,0,0,0,22.8,2.8001,0
07/07/1990 02:00,0,0,0,22.58,3.0001,0
07/07/1990 03:00,0,0,0,22.46,3.5,0
07/07/1990 04:00,0,0,0,22.28,1.8001,0
07/07/1990 05:00,0,0,0,22.18,1.3,0
07/07/1990 06:00,9.7043,0,9.4919,22.19,0.6001,0
07/07/1990 07:00,93.093,88.027,92.016,23.19,0.1,2960166
07/07/1990 08:00,173.79,162.73,169.7,23.93,0.4999,5594885
07/07/1990 09:00,245.2,219.11,227.59,24.62,1.1,7542833
07/07/1990 10:00,282,255.76,265.64,25.17,1.8001,8782232
07/07/1990 11:00,310.61,283.89,294.86,25.62,1.3,9718358
07/07/1990 12:00,306.21,279.58,290.38,25.93,0.9001,9559301
07/07/1990 13:00,272.6,246.49,256.02,26.08,0.2999,8430911
07/07/1990 14:00,236.49,212.73,221.02,26.12,0.2,7272926
07/07/1990 15:00,167.61,158.25,165.12,25.96,0.8001,5387720
07/07/1990 16:00,81.404,77.263,80.79,25.59,0.8001,2549249
07/07/1990 17:00,3.3009,0,3.2434,25.04,0.4999,0
07/07/1990 18:00,0,0,0,24.7,0.4999,0
07/07/1990 19:00,0,0,0,24.33,0.2999,0
07/07/1990 20:00,0,0,0,23.85,0.2999,0
07/07/1990 21:00,0,0,0,23.29,0.2999,0
07/07/1990 22:00,0,0,0,22.44,0,0
07/07/1990 23:00,0,0,0,22.85,0.2,0
08/07/1990 00:00,0,0,0,22.1,0.2,0
08/07/1990 01:00,0,0,0,22.14,0.2,0
08/07/1990 02:00,0,0,0,22.01,0.2999,0
08/07/1990 03:00,0,0,0,21.84,0.2999,0
08/07/1990 04:00,0,0,0,21.68,0.7001,0
08/07/1990 05:00,0,0,0,21.56,0.9001,0
08/07/1990 06:00,15.494,14.565,15.243,21.83,1.4999,388294
08/07/1990 07:00,144.1,144.53,152.08,22.99,1.4999,4973617
08/07/1990 08:00,270.1,272.84,283.99,24.14,1.5999,9407158
08/07/1990 09:00,350.51,344.75,356.97,25.07,1.5999,11779784
08/07/1990 10:00,415.3,411.68,425.68,25.87,1.8001,13915806
08/07/1990 11:00,489.9,491.93,507.7,26.62,3.5,16391701
08/07/1990 12:00,460.9,459.49,474.77,27.08,1.4999,15348817
08/07/1990 13:00,460,479.63,494.68,27.42,1.1,15950424
