Column1,Column2,Column3,Column4,Column5,Column6,Column7
PVSYST v6.66,,,,,,
,File,File date,Description,,,
Project,Sertão .PRJ,00/00/00 00h00,Sertão,,,
Geographical Site,Sertao PV_MN71.SIT,00/00/00 00h00,Sertao PV,Brazil,South_America,
Meteo data,Sertao PV_MN71_SYN.MET,00/00/00 00h00,Sertao PV,"Meteonorm 7.1 (1900-1900), Sat=100%",Synthetic,
Simulation variant,Sertão .VC1,00/00/00 00h00,New simulation variant,,,
Simulation date,,03/11/17 10h14,,,,
,,,,,,
Simulation:,Hourly values, from 01/01/90, to 31/12/90,,,
,,,,,,
date,GlobHor,GlobEff,GlobInc,T Amb,WindVel,EArrMPP
    ,W/m²,W/m²,W/m²,°C,m/s,W
,,,,,,
01/01/1990 00:00,0,0,0,26.84,0.4999,0
01/01/1990 01:00,0,0,0,28.24,0.2999,0
01/01/1990 02:00,0,0,0,28.09,0.2,0
01/01/1990 03:00,0,0,0,28.01,0.3999,0
01/01/1990 04:00,0,0,0,27.96,0.4999,0
01/01/1990 05:00,0.9921,0,1.0241,27.96,0.9001,0
01/01/1990 06:00,26.606,24.744,25.891,28.16,0.3999,714215
01/01/1990 07:00,106.89,92.529,96.268,28.66,1.5999,3043509
01/01/1990 08:00,163.49,147.47,153.68,29.14,0.9001,4938692
01/01/1990 09:00,207.9,192.01,200.32,29.57,3.7999,6455092
01/01/1990 10:00,210.39,196.34,204.87,29.84,2.1,6594367
01/01/1990 11:00,238.01,223.04,232.83,30.13,1.7001,7488703
01/01/1990 12:00,225.99,211.57,220.86,30.31,2.1,7095715
01/01/1990 13:00,212.3,197.54,206.2,30.41,2.4999,6617533
01/01/1990 14:00,168.6,154.81,161.45,30.42,1.5999,5160860
01/01/1990 15:00,127,112.96,117.66,30.28,3.2,3725377
01/01/1990 16:00,59.2,53.378,55.672,29.95,1.3999,1676885
01/01/1990 17:00,24.207,22.697,23.748,29.47,1.9001,641963
01/01/1990 18:00,0.1082,0,0.1082,28.77,1,0
01/01/1990 19:00,0,0,0,29.05,1,0
01/01/1990 20:00,0,0,0,28.48,1.1,0
01/01/1990 21:00,0,0,0,28.43,0.3999,0
01/01/1990 22:00,0,0,0,28.3,0.2,0
01/01/1990 23:00,0,0,0,28.14,0.2,0
02/01/1990 00:00,0,0,0,27,0.2999,0
02/01/1990 01:00,0,0,0,25.71,2.1,0
02/01/1990 02:00,0,0,0,26.23,3.7999,0
02/01/1990 03:00,0,0,0,27.29,2.4999,0
02/01/1990 04:00,0,0,0,27.12,3.5,0
02/01/1990 05:00,0.9019,0,0.9343,27.28,1.7001,0
02/01/1990 06:00,36.292,33.917,35.47,27.46,2.3,1027104
02/01/1990 07:00,94.698,81.537,84.831,27.95,0.4999,2670502
02/01/1990 08:00,147.49,132.79,138.37,28.47,0.9001,4445145
02/01/1990 09:00,154.1,141.81,147.97,28.81,0.8001,4750671
02/01/1990 10:00,200.4,186.82,195.01,29.12,1.1,6291214
02/01/1990 11:00,205.11,192.16,200.54,29.32,0.3999,6467479
02/01/1990 12:00,243.91,228.73,238.68,29.58,1.7001,7699948
02/01/1990 13:00,203.81,189.6,197.93,29.63,2.1,6371140
02/01/1990 14:00,159.2,146.06,152.36,29.69,0.8001,4877687
02/01/1990 15:00,109.09,96.818,100.85,29.63,1.5999,3178166
02/01/1990 16:00,72.908,65.965,68.795,29.1,0.9001,2117433
02/01/1990 17:00,23.792,22.294,23.324,28.65,1.3,630991
02/01/1990 18:00,0.1082,0,0.1082,28.23,0.2999,0
02/01/1990 19:00,0,0,0,28.61,0.2,0
02/01/1990 20:00,0,0,0,28.39,0.1,0
02/01/1990 21:00,0,0,0,28.12,0.1,0
02/01/1990 22:00,0,0,0,27.75,0,0
02/01/1990 23:00,0,0,0,27.15,0,0
03/01/1990 00:00,0,0,0,27.38,0,0
03/01/1990 01:00,0,0,0,27.21,0,0
03/01/1990 02:00,0,0,0,27.14,0.1,0
03/01/1990 03:00,0,0,0,27.08,0.1,0
03/01/1990 04:00,0,0,0,27.04,0.2,0
03/01/1990 05:00,0.9019,0,0.9318,27.09,0.1,0
03/01/1990 06:00,125.79,129.99,142.84,27.9,0.2999,4359531
03/01/1990 07:00,312.11,345.01,359.73,28.96,0.3999,11580221
03/01/1990 08:00,569.31,608.12,626.36,30.3,0.8001,19530432
03/01/1990 09:00,609.6,618.54,636.46,31.22,1,19737276
03/01/1990 10:00,409.6,394.89,410.16,31.4,3.0001,13033476
03/01/1990 11:00,136.6,127.46,133.15,30.87,2.3,4213360
03/01/1990 12:00,98.901,92.12,96.228,30.36,3.0001,3005379
03/01/1990 13:00,83.893,77.634,81.062,29.93,1.5999,2511275
03/01/1990 14:00,124.21,113.69,118.6,29.68,0.4999,3760879
03/01/1990 15:00,137.59,122.8,127.92,29.51,1.1,4079059
03/01/1990 16:00,63.402,57.07,59.514,29.16,3.5,1810139
03/01/1990 17:00,10.408,9.6597,10.107,28.88,7.4001,221058
03/01/1990 18:00,0.1984,0,0.1984,28.66,5.1001,0
03/01/1990 19:00,0,0,0,28.51,1.9001,0
03/01/1990 20:00,0,0,0,28.22,1.9001,0
03/01/1990 21:00,0,0,0,27.83,2.3,0
03/01/1990 22:00,0,0,0,27.83,1.7001,0
03/01/1990 23:00,0,0,0,26.94,1.9001,0
04/01/1990 00:00,0,0,0,27.31,1.5999,0
04/01/1990 01:00,0,0,0,26.83,1.3999,0
04/01/1990 02:00,0,0,0,26.43,2.1,0
04/01/1990 03:00,0,0,0,25.5,2.6999,0
04/01/1990 04:00,0,0,0,26.47,4.4,0
04/01/1990 05:00,3.806,0,3.9132,26.59,1.5999,0
04/01/1990 06:00,124.1,127.8,139.68,27.61,0.4999,4289034
04/01/1990 07:00,201.9,192.04,199.87,28.35,0.2999,6492396
04/01/1990 08:00,270.91,249.58,259.86,28.89,0.4999,8427674
04/01/1990 09:00,309.71,289.18,301.31,29.49,0.2999,9723217
04/01/1990 10:00,220.2,205.68,214.63,29.58,0.4999,6919665
04/01/1990 11:00,333.19,314.2,327.56,29.9,0.2999,10527415
04/01/1990 12:00,352.6,332.95,346.9,30.18,1.5999,11124121
04/01/1990 13:00,327.8,307.75,320.83,30.3,0.3999,10296830
04/01/1990 14:00,130.11,119.2,124.36,30,0.2,3945607
04/01/1990 15:00,178.19,160.43,167.1,29.9,0.2999,5366187
04/01/1990 16:00,143.4,133.21,138.95,29.7,0.3999,4434543
04/01/1990 17:00,59.091,57.229,60.848,29.35,1.1,1813985
04/01/1990 18:00,0.1984,0,0.1984,28.94,1.1,0
04/01/1990 19:00,0,0,0,28.3,1.7001,0
04/01/1990 20:00,0,0,0,27.66,0.6001,0
04/01/1990 21:00,0,0,0,27.02,1.3,0
04/01/1990 22:00,0,0,0,26.38,1,0
04/01/1990 23:00,0,0,0,25.74,0.9001,0
05/01/1990 00:00,0,0,0,24.85,2.4999,0
05/01/1990 01:00,0,0,0,23.94,3.2,0
05/01/1990 02:00,0,0,0,23.46,2.3,0
05/01/1990 03:00,0,0,0,22.99,1.1,0
05/01/1990 04:00,0,0,0,22.66,2.3,0
05/01/1990 05:00,1.6054,0,1.6647,22.65,1.1,0
05/01/1990 06:00,159.6,170.25,194.14,23.9,1.9001,5859966
05/01/1990 07:00,407.9,494.96,517.18,25.63,0.7001,16561741
05/01/1990 08:00,651.2,706.72,724.83,27.47,0.6001,22588391
05/01/1990 09:00,850.89,890.24,903.51,29.21,0.4999,27095724
05/01/1990 10:00,990.11,1020.8,1030.7,30.73,0.3999,29830159
05/01/1990 11:00,1060.6,1087.5,1095.5,31.97,0.4999,30997775
05/01/1990 12:00,1054.4,1082,1090.1,32.88,0.7001,30728195
05/01/1990 13:00,967.79,999.81,1010.1,33.43,2.1,28935860
05/01/1990 14:00,816.3,858.11,872.17,33.61,1.9001,25705460
05/01/1990 15:00,605.4,665.37,684.36,33.35,1.9001,20816274
05/01/1990 16:00,356.5,422.8,446,32.56,3.7999,13829397
05/01/1990 17:00,116.31,117.64,139.84,31.37,4.7999,3866694
05/01/1990 18:00,0.1984,0,0.1982,30.13,3.5,0
05/01/1990 19:00,0,0,0,29.24,0.8001,0
05/01/1990 20:00,0,0,0,28.36,2.1,0
05/01/1990 21:00,0,0,0,27.48,1.7001,0
05/01/1990 22:00,0,0,0,26.6,1,0
05/01/1990 23:00,0,0,0,25.72,1.3999,0
06/01/1990 00:00,0,0,0,25.02,3.0001,0
06/01/1990 01:00,0,0,0,24.27,3.0001,0
06/01/1990 02:00,0,0,0,23.87,3.2,0
06/01/1990 03:00,0,0,0,23.48,2.4999,0
06/01/1990 04:00,0,0,0,23.2,1.3,0
06/01/1990 05:00,1.4069,0,1.456,23.17,1.1,0
06/01/1990 06:00,120.91,126.72,140.1,24.14,1.3,4318730
06/01/1990 07:00,297.21,309.53,322.53,25.42,1.3,10589348
06/01/1990 08:00,563.41,600.11,618.41,27.17,1.1,19597540
06/01/1990 09:00,693.1,714.35,732.4,28.64,0.4999,22664263
06/01/1990 10:00,808.11,827.07,843.44,29.93,1.1,25445725
06/01/1990 11:00,847.39,860.81,878.86,30.93,2.3,26142004
06/01/1990 12:00,888.19,904.44,921.82,31.75,4.7999,27064995
06/01/1990 13:00,750.91,756.48,776.37,32.13,5.8999,23369988
06/01/1990 14:00,626.7,637.46,655.86,32.21,6.3001,20168588
06/01/1990 15:00,423,427.45,443.02,31.8,3.7999,14023941
06/01/1990 16:00,240.89,250.35,261.95,31.02,1.3,8370885
06/01/1990 17:00,65.206,63.307,67.952,29.96,0.2,2017461
06/01/1990 18:00,0.1984,0,0.1982,28.91,0.2999,0
06/01/1990 19:00,0,0,0,28.24,0.1,0
06/01/1990 20:00,0,0,0,27.57,0.2,0
06/01/1990 21:00,0,0,0,26.9,0.1,0
06/01/1990 22:00,0,0,0,26.23,0.1,0
06/01/1990 23:00,0,0,0,25.57,0,0
07/01/1990 00:00,0,0,0,25.16,0.1,0
07/01/1990 01:00,0,0,0,24.81,0,0
07/01/1990 02:00,0,0,0,24.66,0.1,0
07/01/1990 03:00,0,0,0,24.52,0.2999,0
07/01/1990 04:00,0,0,0,24.44,0.2999,0
07/01/1990 05:00,0.7937,0,0.8246,24.51,0.1,0
07/01/1990 06:00,52.598,49.66,51.936,24.96,0.1,1586146
07/01/1990 07:00,136.49,117.55,122.24,25.58,0.2,3968393
07/01/1990 08:00,356.21,344.87,358.18,26.75,0.2,11694270
07/01/1990 09:00,463.69,449.98,466.54,27.81,0.3999,14999553
07/01/1990 10:00,963.39,991.06,1006.6,29.81,0.7001,29331998
07/01/1990 11:00,969.29,986.15,1004.3,31.26,1.3,28990892
07/01/1990 12:00,1113.8,1142.4,1153.8,32.65,0.7001,31943374
07/01/1990 13:00,640.19,653.95,669.52,32.93,2.1,20549345
07/01/1990 14:00,74.009,67.675,70.609,31.82,2.3,2148682
07/01/1990 15:00,220.1,200.64,208.93,31.27,0.9001,6695882
07/01/1990 16:00,141.7,130.6,136.17,30.65,1.5999,4325476
07/01/1990 17:00,11.093,10.289,10.764,29.87,1.9001,239822
07/01/1990 18:00,0.1984,0,0.1982,29.2,2.1,0
07/01/1990 19:00,0,0,0,28.49,2.3,0
07/01/1990 20:00,0,0,0,27.79,1.3,0
07/01/1990 21:00,0,0,0,27.08,1.3999,0
07/01/1990 22:00,0,0,0,26.37,1,0
07/01/1990 23:00,0,0,0,25.67,0.9001,0
08/01/1990 00:00,0,0,0,24.65,0.3999,0
08/01/1990 01:00,0,0,0,23.52,0.6001,0
08/01/1990 02:00,0,0,0,22.9,1.3,0
08/01/1990 03:00,0,0,0,22.28,0.3999,0
08/01/1990 04:00,0,0,0,21.84,0.1,0
08/01/1990 05:00,1.4069,0,1.4354,21.75,0,0
08/01/1990 06:00,163.49,173.35,199.74,22.96,0,5994061
08/01/1990 07:00,423.6,512.23,535.88,24.69,0,17170429
08/01/1990 08:00,672.81,728.51,747.18,26.52,0.2,23292754
08/01/1990 09:00,875.89,915.48,928.46,28.23,0.8001,27841888
08/01/1990 10:00,1022.7,1054.8,1063.5,29.73,3.2,30718979
08/01/1990 11:00,1092,1120.4,1127.2,30.93,4.4,31838771
08/01/1990 12:00,1082.7,1111.2,1118.2,31.78,6.7,31502805
08/01/1990 13:00,998.69,1031.1,1040.5,32.27,10.8,29791313
08/01/1990 14:00,843.69,884.71,898.43,32.39,4.7999,26508806
08/01/1990 15:00,626.3,684.45,703.71,32.06,1.3,21472636
08/01/1990 16:00,372.69,441.81,465.6,31.18,3.7999,14510157
08/01/1990 17:00,122.91,125.05,148.27,29.89,3.7999,4149256
08/01/1990 18:00,0.1984,0,0.1982,28.53,2.3,0
08/01/1990 19:00,0,0,0,27.6,1.3,0
08/01/1990 20:00,0,0,0,26.66,1.1,0
08/01/1990 21:00,0,0,0,25.72,3.0001,0
08/01/1990 22:00,0,0,0,24.78,2.6999,0
08/01/1990 23:00,0,0,0,23.84,3.7999,0
09/01/1990 00:00,0,0,0,23.5,2.1,0
09/01/1990 01:00,0,0,0,23.22,3.0001,0
09/01/1990 02:00,0,0,0,23.11,2.6999,0
09/01/1990 03:00,0,0,0,23.01,2.1,0
09/01/1990 04:00,0,0,0,22.96,1.3999,0
09/01/1990 05:00,0.5952,0,0.6224,23.03,0.9001,0
09/01/1990 06:00,49.008,46.207,48.327,23.4,1.9001,1476012
09/01/1990 07:00,192.41,180.42,187.73,24.17,1.7001,6209486
09/01/1990 08:00,414,413.78,429.01,25.28,0.7001,14021190
09/01/1990 09:00,608.39,615.52,633.46,26.46,1.5999,20114783
09/01/1990 10:00,1127,1158.7,1174.9,28.36,1.7001,33061335
09/01/1990 11:00,985.99,1002.9,1020.6,29.48,2.1,29647351
09/01/1990 12:00,319.1,306.36,318.71,29.11,0.9001,10308120
09/01/1990 13:00,80.809,74.976,78.304,28.27,0.6001,2438442
09/01/1990 14:00,68.507,62.712,65.436,27.59,0.9001,2019296
09/01/1990 15:00,51.407,45.553,47.465,27.01,0.6001,1429186
09/01/1990 16:00,30.899,27.073,28.212,26.43,0.8001,798674
09/01/1990 17:00,10.498,9.7274,10.176,26.05,2.6999,225511
09/01/1990 18:00,0.1984,0,0.1982,25.65,3.5,0
09/01/1990 19:00,0,0,0,25.33,2.3,0
09/01/1990 20:00,0,0,0,25.01,1.9001,0
09/01/1990 21:00,0,0,0,24.68,1.5999,0
09/01/1990 22:00,0,0,0,24.36,0.9001,0
09/01/1990 23:00,0,0,0,24.03,1.1,0
10/01/1990 00:00,0,0,0,23.34,0.6001,0
10/01/1990 01:00,0,0,0,22.57,2.1,0
10/01/1990 02:00,0,0,0,22.16,1,0
10/01/1990 03:00,0,0,0,21.74,0.6001,0
10/01/1990 04:00,0,0,0,21.44,0.6001,0
10/01/1990 05:00,0.7937,0,0.827,21.38,1,0
10/01/1990 06:00,127.29,133.16,149.83,22.37,0.7001,4582709
10/01/1990 07:00,349.41,407.91,426.41,23.88,0.3999,13920771
10/01/1990 08:00,568.1,609.75,628.06,25.52,0.9001,20036809
10/01/1990 09:00,730.8,758.49,775.19,27.01,3.5,24042964
10/01/1990 10:00,847.81,868.35,884.05,28.31,7.4001,26690380
10/01/1990 11:00,912.51,928.7,944.84,29.37,4.1001,27983975
10/01/1990 12:00,892.4,908.11,924.34,30.11,6.7,27391236
10/01/1990 13:00,821,838.09,855.23,30.53,9.4999,25639624
10/01/1990 14:00,676.7,697.65,715.51,30.62,11.8,21988631
10/01/1990 15:00,488.8,517.85,535.29,30.28,9.4999,16890206
10/01/1990 16:00,304.8,348.71,366.03,29.56,5.5,11667717
10/01/1990 17:00,107.11,109.72,127.26,28.5,13.9,3643458
10/01/1990 18:00,0.3066,0,0.1982,27.37,8.1999,0
10/01/1990 19:00,0,0,0,26.58,4.1001,0
10/01/1990 20:00,0,0,0,25.78,1.3,0
10/01/1990 21:00,0,0,0,24.98,0.2,0
10/01/1990 22:00,0,0,0,24.19,0.2999,0
10/01/1990 23:00,0,0,0,23.39,0.8001,0
11/01/1990 00:00,0,0,0,22.98,0.4999,0
11/01/1990 01:00,0,0,0,22.55,0.6001,0
11/01/1990 02:00,0,0,0,22.32,1.5999,0
11/01/1990 03:00,0,0,0,22.09,0.9001,0
11/01/1990 04:00,0,0,0,21.93,0.9001,0
11/01/1990 05:00,1.8038,0,1.8788,21.94,1.9001,0
11/01/1990 06:00,167.41,176.36,204.36,23.31,1.3999,6090575
11/01/1990 07:00,461.6,555.33,581.51,25.4,1,18427911
11/01/1990 08:00,702.89,757.83,777.72,27.45,3.7999,23972062
11/01/1990 09:00,974.99,1013.8,1029.5,29.59,4.1001,29866766
11/01/1990 10:00,1115.7,1146,1161.9,31.4,3.0001,32245259
11/01/1990 11:00,640,630.97,651.29,31.54,1.5999,20055088
11/01/1990 12:00,554.8,537.57,557.8,31.42,2.4999,17380992
11/01/1990 13:00,545.89,529.34,549.01,31.3,0.3999,17148122
11/01/1990 14:00,483,476.07,493.34,31.02,5.8999,15571358
11/01/1990 15:00,319.81,306,318.39,30.36,6.7,10236863
11/01/1990 16:00,175.8,163.36,170.3,29.46,6.3001,5478002
11/01/1990 17:00,67.695,65.831,69.867,28.46,9.4999,2119139
11/01/1990 18:00,0.3066,0,0.1982,27.46,5.1001,0
11/01/1990 19:00,0,0,0,26.7,2.6999,0
11/01/1990 20:00,0,0,0,25.95,1.5999,0
11/01/1990 21:00,0,0,0,25.19,1.5999,0
11/01/1990 22:00,0,0,0,24.44,1.3999,0
11/01/1990 23:00,0,0,0,23.68,2.1,0
12/01/1990 00:00,0,0,0,23.06,4.4,0
12/01/1990 01:00,0,0,0,22.34,2.6999,0
12/01/1990 02:00,0,0,0,21.94,1.3999,0
12/01/1990 03:00,0,0,0,21.54,0.6001,0
12/01/1990 04:00,0,0,0,21.25,0.2999,0
12/01/1990 05:00,1.6054,0,1.6018,21.18,0.2999,0
12/01/1990 06:00,165.21,173.71,201.65,22.23,1,6026169
12/01/1990 07:00,441.91,529.74,555.09,23.79,0.2,17784164
12/01/1990 08:00,696.8,750.22,770.02,25.42,0.2,24011623
12/01/1990 09:00,933.5,971.63,985.77,27.01,0.3999,29339602
12/01/1990 10:00,1094.1,1123.9,1139.1,28.41,0.4999,32368785
12/01/1990 11:00,655.51,646.79,667.05,28.52,0.2999,20806523
12/01/1990 12:00,655.9,643.48,666.53,28.59,1.3,20705667
12/01/1990 13:00,532.2,515.49,534.86,28.37,1.7001,16974277
12/01/1990 14:00,431.89,417.18,433.19,27.95,1.5999,13956908
12/01/1990 15:00,275.4,254.53,265,27.25,1,8658492
12/01/1990 16:00,159.4,145.9,152.01,26.43,2.1,4945275
12/01/1990 17:00,59.2,56.56,59.383,25.54,3.5,1822999
12/01/1990 18:00,0.3066,0,0.2972,24.66,4.1001,0
12/01/1990 19:00,0,0,0,24.01,0.6001,0
12/01/1990 20:00,0,0,0,23.35,0.6001,0
12/01/1990 21:00,0,0,0,22.7,0.2999,0
12/01/1990 22:00,0,0,0,22.04,0.1,0
12/01/1990 23:00,0,0,0,21.39,0,0
13/01/1990 00:00,0,0,0,21.22,0.1,0
13/01/1990 01:00,0,0,0,21.01,0.2999,0
13/01/1990 02:00,0,0,0,20.88,1.3,0
13/01/1990 03:00,0,0,0,20.75,3.7999,0
13/01/1990 04:00,0,0,0,20.65,1.3999,0
13/01/1990 05:00,2.5974,0,2.5975,20.65,2.1,0
13/01/1990 06:00,166.7,174.83,203.15,21.81,2.6999,6077042
13/01/1990 07:00,451.1,538.61,564.56,23.56,1.7001,18076172
13/01/1990 08:00,730.6,784.22,805.46,25.45,1.3999,24918641
13/01/1990 09:00,962.09,999.06,1014.4,27.24,2.1,29925060
13/01/1990 10:00,1019.3,1046.9,1061.1,28.56,2.6999,30753346
13/01/1990 11:00,489.6,473.92,491.56,28.38,1.3999,15702346
13/01/1990 12:00,688.1,678.96,700.08,28.59,1.5999,21699408
13/01/1990 13:00,566.71,555.88,576.05,28.56,1.5999,18168709
13/01/1990 14:00,502.69,496.67,513.97,28.36,1,16402455
13/01/1990 15:00,119.81,107.71,112.26,27.32,0.9001,3593252
13/01/1990 16:00,31.205,26.801,27.906,26.26,1.3,790053
13/01/1990 17:00,10.696,9.9004,10.356,25.32,2.3,231607
13/01/1990 18:00,0.3066,0,0.2972,24.48,5.5,0
13/01/1990 19:00,0,0,0,23.97,2.4999,0
13/01/1990 20:00,0,0,0,23.45,0.9001,0
13/01/1990 21:00,0,0,0,22.93,0.7001,0
13/01/1990 22:00,0,0,0,22.42,2.3,0
13/01/1990 23:00,0,0,0,21.9,0.7001,0
14/01/1990 00:00,0,0,0,21.63,0.6001,0
14/01/1990 01:00,0,0,0,21.24,0.3999,0
14/01/1990 02:00,0,0,0,20.99,0.1,0
14/01/1990 03:00,0,0,0,20.73,0.1,0
14/01/1990 04:00,0,0,0,20.53,0.1,0
14/01/1990 05:00,0.7937,0,0.7937,20.42,0.1,0
14/01/1990 06:00,145.2,152.41,176.22,21.42,0,5289569
14/01/1990 07:00,394.11,472.35,495.29,22.95,0.1,16054401
14/01/1990 08:00,637.09,683.24,701.94,24.6,0.3999,22250206
14/01/1990 09:00,838.1,869.09,882.99,26.16,0.9001,27008415
14/01/1990 10:00,977.7,1004.8,1015.7,27.52,0.3999,30008568
14/01/1990 11:00,1048.4,1072,1081.5,28.61,0.3999,31273996
14/01/1990 12:00,1045.3,1069.1,1078.6,29.4,0.1,31074984
14/01/1990 13:00,969,996.52,1007.5,29.85,0,29446105
14/01/1990 14:00,823.29,854.98,869.14,29.96,0.3999,26133532
14/01/1990 15:00,619.9,667.57,686.57,29.68,1.1,21266769
14/01/1990 16:00,375.51,451.04,474.15,28.89,1.3999,14956327
14/01/1990 17:00,130.2,133.91,157.51,27.71,2.1,4499792
14/01/1990 18:00,0.3066,0,0.2972,26.44,1.3999,0
14/01/1990 19:00,0,0,0,25.63,2.3,0
14/01/1990 20:00,0,0,0,24.83,3.2,0
14/01/1990 21:00,0,0,0,24.02,1.7001,0
14/01/1990 22:00,0,0,0,23.22,1.5999,0
14/01/1990 23:00,0,0,0,22.41,1.3,0
15/01/1990 00:00,0,0,0,22.27,1.5999,0
15/01/1990 01:00,0,0,0,22.14,2.1,0
15/01/1990 02:00,0,0,0,22.08,2.4999,0
15/01/1990 03:00,0,0,0,22.02,4.1001,0
15/01/1990 04:00,0,0,0,21.99,4.4,0
15/01/1990 05:00,0.5952,0,0.5953,22.01,4.1001,0
15/01/1990 06:00,55.899,53.002,55.434,22.48,3.7999,1722392
15/01/1990 07:00,209.29,199.33,207.6,23.5,4.4,6891034
15/01/1990 08:00,320.6,306.94,319.35,24.48,1.9001,10547303
15/01/1990 09:00,287.9,269.09,280.56,24.97,1.1,9244542
15/01/1990 10:00,415.19,398.25,414.92,25.6,0.2999,13500149
15/01/1990 11:00,525.6,508.17,527.75,26.4,0.2,16909095
15/01/1990 12:00,223.7,210.39,219.67,26.26,0.2,7187745
15/01/1990 13:00,123.99,115.58,120.75,25.88,0.4999,3893699
15/01/1990 14:00,135.61,125.18,130.67,24.86,1.9001,4250707
15/01/1990 15:00,273.31,260.46,270.99,25.45,4.7999,8931287
15/01/1990 16:00,117.21,101.12,105.17,25.31,3.5,3393621
15/01/1990 17:00,28.608,26.766,27.999,24.95,4.4,793585
15/01/1990 18:00,0.3968,0,0.3963,24.62,8.1999,0
15/01/1990 19:00,0,0,0,24.24,7.4001,0
15/01/1990 20:00,0,0,0,23.86,5.8999,0
15/01/1990 21:00,0,0,0,23.48,5.5,0
15/01/1990 22:00,0,0,0,23.1,4.4,0
15/01/1990 23:00,0,0,0,22.72,1.7001,0
16/01/1990 00:00,0,0,0,22.29,0.7001,0
16/01/1990 01:00,0,0,0,21.75,1.1,0
16/01/1990 02:00,0,0,0,21.42,0.9001,0
16/01/1990 03:00,0,0,0,21.09,0.2,0
16/01/1990 04:00,0,0,0,20.84,0.1,0
16/01/1990 05:00,0.5952,0,0.5953,20.74,0.2,0
16/01/1990 06:00,128.5,134.24,153.61,21.61,0.6001,4636728
16/01/1990 07:00,351.1,410.01,429.51,22.95,0.6001,14048130
16/01/1990 08:00,565.19,601.78,620.35,24.39,0.4999,19909382
16/01/1990 09:00,753.51,779.2,795.6,25.79,2.3,24743356
16/01/1990 10:00,886.8,906.52,921.12,27.02,1.7001,27804492
16/01/1990 11:00,960,972.1,989.14,28.03,1.9001,29189987
16/01/1990 12:00,974.5,988.5,1004.4,28.78,2.4999,29440529
16/01/1990 13:00,887.6,903.84,920.51,29.2,0.4999,27422775
16/01/1990 14:00,756.81,782.59,799.52,29.31,1.3999,24393157
16/01/1990 15:00,570.3,611.08,629.77,29.07,3.2,19733955
16/01/1990 16:00,353.39,422.19,443.21,28.38,1.5999,14087249
16/01/1990 17:00,125.09,129.06,149.88,27.32,0.7001,4338830
16/01/1990 18:00,0.3968,0,0.3963,26.17,1.9001,0
16/01/1990 19:00,0,0,0,25.3,1.5999,0
16/01/1990 20:00,0,0,0,24.43,0.3999,0
16/01/1990 21:00,0,0,0,23.56,0.2,0
16/01/1990 22:00,0,0,0,22.69,0.4999,0
16/01/1990 23:00,0,0,0,21.83,0.8001,0
17/01/1990 00:00,0,0,0,21.57,1.3,0
17/01/1990 01:00,0,0,0,21.28,1.3,0
17/01/1990 02:00,0,0,0,21.12,2.3,0
17/01/1990 03:00,0,0,0,20.95,1.5999,0
17/01/1990 04:00,0,0,0,20.83,0.3999,0
17/01/1990 05:00,1.6955,0,1.6956,20.83,0.2,0
17/01/1990 06:00,133.8,139.65,161.23,21.97,0.1,4822393
17/01/1990 07:00,377.4,447.31,469.51,23.77,0.8001,15197935
17/01/1990 08:00,615.19,656.88,676.36,25.71,1.9001,21382714
17/01/1990 09:00,710.4,727.55,745.16,27.2,3.2,23187746
17/01/1990 10:00,771.71,773.04,792.41,28.37,1,24261392
17/01/1990 11:00,692.39,681.99,703.27,28.99,2.6999,21739913
17/01/1990 12:00,576.59,558.93,579.59,29.18,2.3,18204622
17/01/1990 13:00,746.71,745.23,766.1,29.66,3.7999,23372583
17/01/1990 14:00,626.5,630.05,648.89,29.83,7.4001,20200558
17/01/1990 15:00,411.01,408.88,424.32,29.48,5.8999,13595526
17/01/1990 16:00,258.61,266.59,278.45,28.8,4.4,9001830
17/01/1990 17:00,61.094,59.121,62.923,27.75,1.7001,1893199
17/01/1990 18:00,0.3066,0,0.2972,26.72,1.3,0
17/01/1990 19:00,0,0,0,26.05,0.3999,0
17/01/1990 20:00,0,0,0,25.38,0.6001,0
17/01/1990 21:00,0,0,0,24.71,1.7001,0
17/01/1990 22:00,0,0,0,24.04,2.3,0
17/01/1990 23:00,0,0,0,23.37,1.7001,0
18/01/1990 00:00,0,0,0,22.9,1.1,0
18/01/1990 01:00,0,0,0,22.4,0.3999,0
18/01/1990 02:00,0,0,0,22.14,0.9001,0
18/01/1990 03:00,0,0,0,21.88,0.1,0
18/01/1990 04:00,0,0,0,21.7,0.1,0
18/01/1990 05:00,0.3968,0,0.3963,21.68,0.4999,0
18/01/1990 06:00,112.19,115.87,129.99,22.67,0.1,3960680
18/01/1990 07:00,323.79,368.58,386.19,24.27,0.6001,12611090
18/01/1990 08:00,557.4,591.66,610.1,26.11,0.8001,19448664
18/01/1990 09:00,731.9,753.46,770.3,27.84,0.3999,23808847
18/01/1990 10:00,864.01,879.66,895.18,29.39,3.0001,26814837
18/01/1990 11:00,914.91,924.04,941.29,30.62,6.7,27688222
18/01/1990 12:00,884.21,892.45,909.83,31.46,6.3001,26825311
18/01/1990 13:00,801.59,810.75,828.63,31.95,3.5,24771864
18/01/1990 14:00,667.9,680.43,698.76,32.09,4.7999,21360418
18/01/1990 15:00,516.49,540.06,558.16,31.87,8.7001,17415935
18/01/1990 16:00,311.91,355.53,372.62,31.15,4.4,11799504
